location,reviewer_name,is_local_guide,contributor_info,rating,time,text,likes,has_photo,owner_response,semi_clean_text,final_text,wordcloud_text,sentiment,aspects
Harbour Bay Ferry Terminal,Ceds B,True,Local Guide · 278 ulasan · 16.989 foto,3 bintang,2 tahun lalu,Sedih melihat tempat yang bagus namun terbengkalai dan tidak terawat dengan baik...,0,False,,sedih melihat tempat yang bagus namun terbengkalai dan tidak terawat dengan baik,sedih lihat bagus bengkalai awat baik,sedih melihat bagus terbengkalai terawat baik,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Zainal Arifin,True,Local Guide · 202 ulasan · 13 foto,4 bintang,5 tahun lalu,Keluar untuk menyegarkan diri,0,False,,keluar untuk menyegarkan diri,segar diri,menyegarkan diri,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,AGALIVIR Asotnes,True,Local Guide · 631 ulasan · 2.627 foto,4 bintang,9 tahun lalu,Sangat bersih dan nyaman,0,False,,sangat bersih dan nyaman,bersih nyaman,bersih nyaman,POSITIF,"['Kebersihan', 'Kenyamanan', 'Keamanan']"
Harbour Bay Ferry Terminal,ellen little,True,Local Guide · 412 ulasan · 5 foto,4 bintang,Diedit 7 tahun lalu,Suka itu,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,MD SUFFRI O,True,Local Guide · 19 ulasan · 4 foto,5 bintang,6 bulan lalu,Ini pilihan saya dibandingkan dengan terminal feri Batam Centre yang sangat ramai. Di sini lebih sepi dan transaksinya lancar.,0,False,,ini pilihan saya dibandingkan dengan terminal feri batam centre yang sangat ramai di sini lebih sepi dan transaksinya lancar,pilih banding ramai sepi transaksi lancar,pilihan dibandingkan ramai sepi transaksinya lancar,POSITIF,['Kenyamanan']
Harbour Bay Ferry Terminal,Nurawr Oh,True,Local Guide · 31 ulasan · 10 foto,2 bintang,9 bulan lalu,"Penumpang yang tidak memiliki tiket kelas bisnis dapat masuk dan naik feri bersama kami. Tidak ada sistem untuk memeriksa tiket dengan benar - buang-buang uang jika Anda membeli tiket Kelas Bisnis untuk memprioritaskan naik feri. Stafnya berantakan dan tidak teratur.

Salah satu staf memberi tahu kami (keluarga dengan bayi dan anak kecil) bahwa kami harus duduk di area umum terlebih dahulu, tidak perlu mengantre untuk masuk dulu dan mereka akan memanggil kami untuk memberi tahu kami bahwa kami dapat masuk. Tetapi pada akhirnya tidak ada yang melakukannya dan kami harus bergegas bergabung dengan antrean yang sudah terbentuk.

Toko-toko di sana cukup memadai untuk mengisi waktu kami sambil menunggu proses naik feri dimulai.",0,False,,penumpang yang tidak memiliki tiket kelas bisnis dapat masuk dan naik feri bersama kami tidak ada sistem untuk memeriksa tiket dengan benar buang buang uang jika anda membeli tiket kelas bisnis untuk memprioritaskan naik feri stafnya berantakan dan tidak teratur salah satu staf memberi tahu kami keluarga dengan bayi dan anak kecil bahwa kami harus duduk di area umum terlebih dahulu tidak perlu mengantre untuk masuk dulu dan mereka akan memanggil kami untuk memberi tahu kami bahwa kami dapat masuk tetapi pada akhirnya tidak ada yang melakukannya dan kami harus bergegas bergabung dengan antrean yang sudah terbentuk toko toko di sana cukup memadai untuk mengisi waktu kami sambil menunggu proses naik feri dimulai,milik kelas bisnis sama sistem periksa buang buang beli kelas bisnis prioritas staf beranta atur staf beri tahu keluarga bayi anak kecil duduk umum lebih antre dulu panggil beri tahu akhir laku gegas gabung antre bentuk toko toko pada isi tunggu proses mulai,memiliki kelas bisnis bersama sistem memeriksa buang buang membeli kelas bisnis memprioritaskan stafnya berantakan teratur staf memberi tahu keluarga bayi anak kecil duduk umum terlebih mengantre dulu memanggil memberi tahu akhirnya melakukannya bergegas bergabung antrean terbentuk toko toko memadai mengisi menunggu proses dimulai,NEGATIF,"['Fasilitas', 'Pelayanan', 'Harga']"
Harbour Bay Ferry Terminal,Sindy Rahmadani,True,Local Guide · 216 ulasan · 326 foto,4 bintang,5 tahun lalu,Tempat yang bagus untuk melihat matahari terbenam ✨,1,True,,tempat yang bagus untuk melihat matahari terbenam,bagus lihat matahari benam,bagus melihat matahari terbenam,NETRAL,['Umum/Lainnya']
Harbour Bay Ferry Terminal,A K,True,Local Guide · 654 ulasan · 391 foto,5 bintang,2 tahun lalu,Sangat praktis 🌹 …,1,True,,sangat praktis,praktis,praktis,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Moe,True,Local Guide · 308 ulasan · 362 foto,4 bintang,8 tahun lalu,"Terminal feri yang nyaman, lebih sedikit kemacetan, lebih sedikit penumpang, dan perjalanan lebih cepat ke Singapura.",0,False,,terminal feri yang nyaman lebih sedikit kemacetan lebih sedikit penumpang dan perjalanan lebih cepat ke singapura,nyaman sedikit macet sedikit jalan cepat,nyaman sedikit kemacetan sedikit perjalanan cepat,NETRAL,"['Fasilitas', 'Akses', 'Kenyamanan', 'Keamanan']"
Harbour Bay Ferry Terminal,Antoni Qiu,True,Local Guide · 222 ulasan · 472 foto,4 bintang,8 tahun lalu,Berukuran kecil dengan tata letak yang sederhana dan pusat perbelanjaan di sebelahnya.,0,False,,berukuran kecil dengan tata letak yang sederhana dan pusat perbelanjaan di sebelahnya,ukur kecil tata letak sederhana pusat belanja belah,berukuran kecil tata letak sederhana pusat perbelanjaan sebelahnya,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,CHONG BOON KIONG,True,Local Guide · 527 ulasan · 7.015 foto,4 bintang,2 tahun lalu,"Salah satu terminal feri menuju Batam. Tidak terlalu berawan. Jadi tidak ada antrian panjang di hari kerja. Terminalnya terawat dengan baik.. banyak warung makan di sekitarnya, ada banyak warung yang menjual kek lapis favorit..",0,False,,salah satu terminal feri menuju batam tidak terlalu berawan jadi tidak ada antrian panjang di hari kerja terminalnya terawat dengan baik banyak warung makan di sekitarnya ada banyak warung yang menjual kek lapis favorit,tuju terlalu awan antri panjang terminal awat baik warung makan sekitar warung jual kek lapis favorit,menuju terlalu berawan antrian panjang terminalnya terawat baik warung makan sekitarnya warung menjual kek lapis favorit,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Akhung Berithel Ina,True,Local Guide · 196 ulasan · 176 foto,5 bintang,7 tahun lalu,Pelabuhan yang sangat nyaman di Singapura,0,False,,pelabuhan yang sangat nyaman di singapura,nyaman,nyaman,POSITIF,"['Kenyamanan', 'Keamanan']"
Harbour Bay Ferry Terminal,Wike Sulasty,True,Local Guide · 67 ulasan · 359 foto,5 bintang,8 tahun lalu,Tempat yang bagus untuk makan makanan laut.,0,False,,tempat yang bagus untuk makan makanan laut,bagus makan makan,bagus makan makanan,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,LN HK,True,Local Guide · 690 ulasan · 465 foto,5 bintang,7 tahun lalu,"Terminal feri yang sangat bagus. Tampilannya sangat modern, bahkan lebih bagus daripada terminal feri di tepi pelabuhan.",0,False,,terminal feri yang sangat bagus tampilannya sangat modern bahkan lebih bagus daripada terminal feri di tepi pelabuhan,bagus tampil modern bahkan bagus tepi,bagus tampilannya modern bahkan bagus tepi,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Jenny Loi,False,6 ulasan · 2 foto,4 bintang,7 tahun lalu,Cukup bagus tempatnya.,0,False,,cukup bagus tempatnya,bagus,bagus,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,septian putra diana,True,Local Guide · 117 ulasan · 316 foto,5 bintang,8 tahun lalu,Aku suka 😍😍😍 …,0,False,,aku suka,suka,suka,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Mahesh Kumar,True,Local Guide · 543 ulasan · 663 foto,5 bintang,8 tahun lalu,Tempat-tempat bagus,0,False,,tempat tempat bagus,bagus,bagus,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Christien Monica,True,Local Guide · 37 ulasan · 15 foto,5 bintang,8 tahun lalu,Terminal feri yang bagus,0,False,,terminal feri yang bagus,bagus,bagus,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,SC SC,True,Local Guide · 17 ulasan · 71 foto,5 bintang,2 tahun lalu,Bersih dan tidak terlalu ramai,0,False,,bersih dan tidak terlalu ramai,bersih terlalu ramai,bersih terlalu ramai,POSITIF,"['Kebersihan', 'Kenyamanan']"
Harbour Bay Ferry Terminal,D Muralee,True,Local Guide · 839 ulasan · 1.465 foto,4 bintang,7 tahun lalu,"New Harbour Bay dengan pusat perbelanjaan, tempat makan, dan akomodasi yang lengkap. Objek wisata baru dengan terminal feri baru pasti menjadi daya tarik utama bagi para pengunjung 😀 …",1,False,,new harbour bay dengan pusat perbelanjaan tempat makan dan akomodasi yang lengkap objek wisata baru dengan terminal feri baru pasti menjadi daya tarik utama bagi para pengunjung,new pusat belanja makan akomodasi lengkap objek wisata baru baru jadi daya tarik utama unjung,new pusat perbelanjaan makan akomodasi lengkap objek wisata baru baru menjadi daya tarik utama pengunjung,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Lkhamsuren Baatarkhuu,True,Local Guide · 7 ulasan · 6 foto,3 bintang,8 tahun lalu,Banyak area makan dan minum,0,True,,banyak area makan dan minum,makan minum,makan minum,NETRAL,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Sigit Wahyudi,True,Local Guide · 5 ulasan · 22 foto,5 bintang,4 tahun lalu,"Tempat yang bagus, jalannya mudah dipahami dan tempat pembelian tiketnya juga mudah.",1,True,,tempat yang bagus jalannya mudah dipahami dan tempat pembelian tiketnya juga mudah,bagus jalan mudah paham beli tiket mudah,bagus jalannya mudah dipahami pembelian tiketnya mudah,POSITIF,"['Akses', 'Tiket']"
Harbour Bay Ferry Terminal,Alona Kaunang,True,Local Guide · 696 ulasan · 3.687 foto,5 bintang,Diedit 3 tahun lalu,"Tempatnya bagus, bersih, dan rapi. Saya datang ke sini pagi-pagi sekitar jam 06.45, jadi tidak terlalu ramai.",1,True,,tempatnya bagus bersih dan rapi saya datang ke sini pagi pagi sekitar jam jadi tidak terlalu ramai,bagus bersih rapi pagi pagi terlalu ramai,bagus bersih rapi pagi pagi terlalu ramai,POSITIF,"['Kebersihan', 'Kenyamanan']"
Harbour Bay Ferry Terminal,Hasbullah Ali,True,Local Guide · 22 ulasan · 5 foto,2 bintang,2 tahun lalu,"Saya terkejut Horizon Ferry tidak menyediakan opsi pembayaran kartu kredit/debit atau QRS. Hanya menerima uang tunai 😂. ​​Saya terburu-buru membeli tiket dengan waktu tersisa 20 menit, jadi saya harus bergegas ke lantai pertama mencari mesin ATM.

Untungnya, frekuensi feri mereka di pagi hari adalah setiap 30 menit hingga 1 jam, jadi jika Anda bangun terlambat dan terburu-buru kembali ke Singapura untuk bekerja di pagi hari, ini bisa menjadi pilihan.

Tiket feri sekali jalan ke Singapura adalah IDR 515.000. Pembayaran hanya tunai.",0,False,,saya terkejut horizon ferry tidak menyediakan opsi pembayaran kartu kredit debit atau qrs hanya menerima uang tunai saya terburu buru membeli tiket dengan waktu tersisa menit jadi saya harus bergegas ke lantai pertama mencari mesin atm untungnya frekuensi feri mereka di pagi hari adalah setiap menit hingga jam jadi jika anda bangun terlambat dan terburu buru kembali ke singapura untuk bekerja di pagi hari ini bisa menjadi pilihan tiket feri sekali jalan ke singapura adalah idr pembayaran hanya tunai,kejut horizon sedia opsi bayar kartu kredit debit qrs terima tunai buru buru beli sisa gegas pertama cari mesin atm untung frekuensi pagi hingga bangun lambat buru buru kerja pagi jadi pilih idr bayar tunai,terkejut horizon menyediakan opsi pembayaran kartu kredit debit qrs menerima tunai terburu buru membeli tersisa bergegas pertama mencari mesin atm untungnya frekuensi pagi hingga bangun terlambat terburu buru bekerja pagi menjadi pilihan idr pembayaran tunai,POSITIF,['Fasilitas']
Harbour Bay Ferry Terminal,Pit Gardens,True,Local Guide · 30 ulasan · 100 foto,5 bintang,7 tahun lalu,Tempat yang bagus dan ada mal yang bagus di seberang jalan.,0,False,,tempat yang bagus dan ada mal yang bagus di seberang jalan,bagus mal bagus seberang,bagus mal bagus seberang,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,zenzora,True,Local Guide · 15 ulasan · 4 foto,5 bintang,Diedit 3 tahun lalu,"Tempatnya bagus dan ada mal serta hotel juga di dekatnya, dekat dengan makanan laut dan laut, jadi direkomendasikan untuk para pelancong.",1,False,,tempatnya bagus dan ada mal serta hotel juga di dekatnya dekat dengan makanan laut dan laut jadi direkomendasikan untuk para pelancong,bagus mal hotel dekat dekat makan rekomendasi lancong,bagus mal hotel dekatnya dekat makanan direkomendasikan pelancong,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,WSL,False,4 ulasan · 1 foto,1 bintang,setahun lalu,"Penanganan Bea Cukai yang Buruk & Proses Naik Kapal yang Tidak Terorganisir

Bea Cukai: Penumpang yang tiba dan berangkat menggunakan koridor luar yang sama tanpa pembatas, sehingga menimbulkan kebingungan. Petugas bea cukai mengelompokkan penumpang yang tiba dalam kelompok sekitar 10 orang untuk dua kali pemeriksaan anjing pelacak sebelum mengizinkan masuk ke imigrasi dalam ruangan. Proses ini terasa tidak efisien dan kurang terkelola dengan baik.

Operator Terminal Feri: Area tunggu tidak memiliki layar TV untuk jadwal naik kapal, sehingga menyebabkan kelompok penumpang tercampur. Antrian naik kapal menghalangi penumpang yang sedang menunggu, memperlambat seluruh proses. Pengorganisasian yang buruk mengakibatkan penundaan dan kebingungan yang tidak perlu. Diperlukan manajemen kerumunan yang lebih baik dan tampilan informasi yang jelas.",0,False,,penanganan bea cukai yang buruk proses naik kapal yang tidak terorganisir bea cukai penumpang yang tiba dan berangkat menggunakan koridor luar yang sama tanpa pembatas sehingga menimbulkan kebingungan petugas bea cukai mengelompokkan penumpang yang tiba dalam kelompok sekitar orang untuk dua kali pemeriksaan anjing pelacak sebelum mengizinkan masuk ke imigrasi dalam ruangan proses ini terasa tidak efisien dan kurang terkelola dengan baik operator terminal feri area tunggu tidak memiliki layar tv untuk jadwal naik kapal sehingga menyebabkan kelompok penumpang tercampur antrian naik kapal menghalangi penumpang yang sedang menunggu memperlambat seluruh proses pengorganisasian yang buruk mengakibatkan penundaan dan kebingungan yang tidak perlu diperlukan manajemen kerumunan yang lebih baik dan tampilan informasi yang jelas,tangan bea cukai buruk proses organisir bea cukai tiba berangkat guna koridor sama batas timbul bingung tugas bea cukai kelompok tiba kelompok periksa anjing lacak izin imigrasi ruang proses asa efisien kurang kelola baik operator milik layar tv jadwal sebab kelompok campur antri halang tunggu lambat seluruh proses organisasi buruk akibat tunda bingung perlu manajemen kerumun baik tampil informasi jelas,penanganan bea cukai buruk proses terorganisir bea cukai tiba berangkat menggunakan koridor sama pembatas menimbulkan kebingungan petugas bea cukai mengelompokkan tiba kelompok pemeriksaan anjing pelacak mengizinkan imigrasi ruangan proses terasa efisien kurang terkelola baik operator memiliki layar tv jadwal menyebabkan kelompok tercampur antrian menghalangi menunggu memperlambat seluruh proses pengorganisasian buruk mengakibatkan penundaan kebingungan diperlukan manajemen kerumunan baik tampilan informasi jelas,NEGATIF,"['Fasilitas', 'Imigrasi', 'Harga', 'Tiket']"
Harbour Bay Ferry Terminal,Namdev Krishna,True,Local Guide · 163 ulasan · 247 foto,4 bintang,7 tahun lalu,Tempat yang indah,0,False,,tempat yang indah,indah,indah,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Emir Dini,True,Local Guide · 21 ulasan · 45 foto,5 bintang,2 tahun lalu,Sangat modern dan terjangkau untuk bepergian ⛵🚢 …,0,False,,sangat modern dan terjangkau untuk bepergian,modern jangkau pergi,modern terjangkau bepergian,POSITIF,['Umum/Lainnya']
Harbour Bay Ferry Terminal,Cari Dairy,True,Local Guide · 98 ulasan · 5 foto,5 bintang,6 tahun lalu,"Ramai di akhir pekan, lebih baik pergi di hari kerja. Proses pemeriksaan cepat, perjalanan feri 30 menit ke Singapura. Terminal bersih dan besar, toko-toko masih mulai terisi.",0,False,,ramai di akhir pekan lebih baik pergi di hari kerja proses pemeriksaan cepat perjalanan feri menit ke singapura terminal bersih dan besar toko toko masih mulai terisi,ramai pekan baik proses periksa cepat jalan bersih besar toko toko mulai isi,ramai pekan baik proses pemeriksaan cepat perjalanan bersih besar toko toko mulai terisi,POSITIF,"['Fasilitas', 'Kebersihan', 'Akses', 'Kenyamanan']"
